genes,yellow,blue,white,cyan,royalblue,orange,turquoise,brown,darkgrey,magenta,salmon,grey60,red,lightcyan,purple,black,darkred,darkturquoise,lightyellow,darkorange,greenyellow,pink,green,tan,grey
miRNA_ENSG00000207644.1__53669172__53669202,cor=-0.136;p-value=0.708,cor=-0.152;p-value=0.675,cor=-0.3857;p-value=0.271,cor=-0.3908;p-value=0.2641,cor=-0.211;p-value=0.5585,cor=-0.3585;p-value=0.3091,cor=-0.1249;p-value=0.731,cor=-0.1082;p-value=0.7662,cor=-0.244;p-value=0.4968,cor=-0.3021;p-value=0.3963,cor=-0.3003;p-value=0.3992,cor=-0.2491;p-value=0.4876,cor=-0.1275;p-value=0.7256,cor=0.0813;p-value=0.8234,cor=-0.146;p-value=0.6873,cor=-0.1043;p-value=0.7744,cor=0.1677;p-value=0.6433,cor=0.0092;p-value=0.9799,cor=0.43;p-value=0.2148,cor=0.5994;p-value=0.067,cor=-0.0965;p-value=0.7909,cor=0.9895;p-value=0,cor=0.0051;p-value=0.9889,cor=0.4663;p-value=0.1743,cor=0.4096;p-value=0.2398
miRNA_ENSG00000207644.1__53669187__53669217,cor=0.0907;p-value=0.8033,cor=0.1315;p-value=0.7173,cor=0.4714;p-value=0.169,cor=0.5381;p-value=0.1086,cor=0.3896;p-value=0.2658,cor=0.543;p-value=0.1048,cor=0.3902;p-value=0.2649,cor=-0.1385;p-value=0.7028,cor=0.289;p-value=0.418,cor=0.3407;p-value=0.3353,cor=0.5869;p-value=0.0745,cor=0.8202;p-value=0.0037,cor=0.8506;p-value=0.0018,cor=-0.5794;p-value=0.0792,cor=-0.3072;p-value=0.3879,cor=-0.2194;p-value=0.5424,cor=-0.3114;p-value=0.3812,cor=0.0266;p-value=0.942,cor=-0.3384;p-value=0.3389,cor=-0.4256;p-value=0.2201,cor=-0.2778;p-value=0.437,cor=-0.1738;p-value=0.6311,cor=-0.3034;p-value=0.3941,cor=-0.5957;p-value=0.0692,cor=-0.6687;p-value=0.0345
miRNA_ENSG00000207644.1__53669202__53669232,cor=0.0976;p-value=0.7886,cor=0.1389;p-value=0.702,cor=0.4887;p-value=0.1518,cor=0.5549;p-value=0.0959,cor=0.3976;p-value=0.2552,cor=0.558;p-value=0.0937,cor=0.3932;p-value=0.2609,cor=-0.1307;p-value=0.7189,cor=0.3;p-value=0.3996,cor=0.3546;p-value=0.3147,cor=0.5979;p-value=0.0679,cor=0.8257;p-value=0.0033,cor=0.8488;p-value=0.0019,cor=-0.5778;p-value=0.0802,cor=-0.2954;p-value=0.4073,cor=-0.211;p-value=0.5584,cor=-0.3177;p-value=0.371,cor=0.0257;p-value=0.9437,cor=-0.3596;p-value=0.3074,cor=-0.4558;p-value=0.1856,cor=-0.2692;p-value=0.4519,cor=-0.2293;p-value=0.5239,cor=-0.3004;p-value=0.399,cor=-0.6163;p-value=0.0578,cor=-0.6853;p-value=0.0287
miRNA_ENSG00000207644.1__53669217__53669247,cor=0.0976;p-value=0.7886,cor=0.1389;p-value=0.702,cor=0.4887;p-value=0.1518,cor=0.5549;p-value=0.0959,cor=0.3976;p-value=0.2552,cor=0.558;p-value=0.0937,cor=0.3932;p-value=0.2609,cor=-0.1307;p-value=0.7189,cor=0.3;p-value=0.3996,cor=0.3546;p-value=0.3147,cor=0.5979;p-value=0.0679,cor=0.8257;p-value=0.0033,cor=0.8488;p-value=0.0019,cor=-0.5778;p-value=0.0802,cor=-0.2954;p-value=0.4073,cor=-0.211;p-value=0.5584,cor=-0.3177;p-value=0.371,cor=0.0257;p-value=0.9437,cor=-0.3596;p-value=0.3074,cor=-0.4558;p-value=0.1856,cor=-0.2692;p-value=0.4519,cor=-0.2293;p-value=0.5239,cor=-0.3004;p-value=0.399,cor=-0.6163;p-value=0.0578,cor=-0.6853;p-value=0.0287
miRNA_ENSG00000221017.1__53671968__53671998,cor=0.0718;p-value=0.8438,cor=0.1544;p-value=0.6701,cor=0.4436;p-value=0.1991,cor=0.5393;p-value=0.1077,cor=0.3605;p-value=0.3062,cor=0.4906;p-value=0.15,cor=0.3567;p-value=0.3116,cor=-0.1012;p-value=0.7808,cor=0.294;p-value=0.4097,cor=0.3644;p-value=0.3006,cor=0.6265;p-value=0.0526,cor=0.8443;p-value=0.0021,cor=0.867;p-value=0.0012,cor=-0.5607;p-value=0.0918,cor=-0.2688;p-value=0.4526,cor=-0.2449;p-value=0.4952,cor=-0.3425;p-value=0.3326,cor=-0.0593;p-value=0.8706,cor=-0.4124;p-value=0.2363,cor=-0.4975;p-value=0.1434,cor=-0.3298;p-value=0.352,cor=-0.2304;p-value=0.5219,cor=-0.2314;p-value=0.52,cor=-0.5926;p-value=0.071,cor=-0.6799;p-value=0.0305
miRNA_ENSG00000221017.1__53671983__53672013,cor=0.0718;p-value=0.8438,cor=0.1544;p-value=0.6701,cor=0.4436;p-value=0.1991,cor=0.5393;p-value=0.1077,cor=0.3605;p-value=0.3062,cor=0.4906;p-value=0.15,cor=0.3567;p-value=0.3116,cor=-0.1012;p-value=0.7808,cor=0.294;p-value=0.4097,cor=0.3644;p-value=0.3006,cor=0.6265;p-value=0.0526,cor=0.8443;p-value=0.0021,cor=0.867;p-value=0.0012,cor=-0.5607;p-value=0.0918,cor=-0.2688;p-value=0.4526,cor=-0.2449;p-value=0.4952,cor=-0.3425;p-value=0.3326,cor=-0.0593;p-value=0.8706,cor=-0.4124;p-value=0.2363,cor=-0.4975;p-value=0.1434,cor=-0.3298;p-value=0.352,cor=-0.2304;p-value=0.5219,cor=-0.2314;p-value=0.52,cor=-0.5926;p-value=0.071,cor=-0.6799;p-value=0.0305
miRNA_ENSG00000221017.1__53671998__53672028,cor=0.0459;p-value=0.8998,cor=0.1672;p-value=0.6444,cor=0.4714;p-value=0.169,cor=0.5452;p-value=0.1031,cor=0.375;p-value=0.2856,cor=0.4999;p-value=0.1412,cor=0.4137;p-value=0.2347,cor=-0.1282;p-value=0.7241,cor=0.3096;p-value=0.3841,cor=0.3381;p-value=0.3393,cor=0.5796;p-value=0.079,cor=0.8285;p-value=0.0031,cor=0.8435;p-value=0.0022,cor=-0.5802;p-value=0.0787,cor=-0.2823;p-value=0.4293,cor=-0.2285;p-value=0.5255,cor=-0.3171;p-value=0.372,cor=-0.0506;p-value=0.8896,cor=-0.4017;p-value=0.2499,cor=-0.484;p-value=0.1563,cor=-0.3229;p-value=0.3628,cor=-0.2229;p-value=0.5359,cor=-0.226;p-value=0.5302,cor=-0.583;p-value=0.0769,cor=-0.6656;p-value=0.0357
miRNA_ENSG00000207869.1__53674212__53674242,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
miRNA_ENSG00000207869.1__53674227__53674257,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
miRNA_ENSG00000207869.1__53674242__53674272,cor=-0.1404;p-value=0.6989,cor=0.9912;p-value=0,cor=0.4903;p-value=0.1502,cor=0.5062;p-value=0.1355,cor=0.3167;p-value=0.3727,cor=-0.2394;p-value=0.5052,cor=-0.0466;p-value=0.8984,cor=-0.0243;p-value=0.947,cor=0.0538;p-value=0.8826,cor=0.0193;p-value=0.9579,cor=-0.0195;p-value=0.9573,cor=0.4794;p-value=0.1609,cor=-0.0586;p-value=0.8723,cor=-0.3944;p-value=0.2594,cor=-0.0939;p-value=0.7965,cor=-0.0416;p-value=0.9092,cor=0.0283;p-value=0.9382,cor=-0.4399;p-value=0.2033,cor=-0.4051;p-value=0.2455,cor=-0.1791;p-value=0.6206,cor=-0.0288;p-value=0.937,cor=-0.0855;p-value=0.8144,cor=-0.1305;p-value=0.7193,cor=-0.2889;p-value=0.4182,cor=-0.2542;p-value=0.4785
miRNA_ENSG00000207599.1__53675711__53675741,cor=-0.0974;p-value=0.7889,cor=-0.1134;p-value=0.755,cor=0.2147;p-value=0.5513,cor=-0.1761;p-value=0.6266,cor=-0.1733;p-value=0.6322,cor=0.4516;p-value=0.1902,cor=-0.0437;p-value=0.9047,cor=-0.1206;p-value=0.74,cor=-0.2163;p-value=0.5484,cor=-0.2596;p-value=0.4688,cor=-0.1888;p-value=0.6015,cor=-0.2146;p-value=0.5516,cor=-0.1264;p-value=0.7279,cor=0.1123;p-value=0.7574,cor=-0.1033;p-value=0.7765,cor=0.9935;p-value=0,cor=0.5565;p-value=0.0947,cor=0.4118;p-value=0.2371,cor=0.4172;p-value=0.2304,cor=-0.0269;p-value=0.9412,cor=-0.0888;p-value=0.8073,cor=-0.0827;p-value=0.8202,cor=-0.1159;p-value=0.7499,cor=0.04;p-value=0.9127,cor=0.2084;p-value=0.5634
miRNA_ENSG00000207599.1__53675726__53675756,cor=-0.0974;p-value=0.7889,cor=-0.1134;p-value=0.755,cor=0.2147;p-value=0.5513,cor=-0.1761;p-value=0.6266,cor=-0.1733;p-value=0.6322,cor=0.4516;p-value=0.1902,cor=-0.0437;p-value=0.9047,cor=-0.1206;p-value=0.74,cor=-0.2163;p-value=0.5484,cor=-0.2596;p-value=0.4688,cor=-0.1888;p-value=0.6015,cor=-0.2146;p-value=0.5516,cor=-0.1264;p-value=0.7279,cor=0.1123;p-value=0.7574,cor=-0.1033;p-value=0.7765,cor=0.9935;p-value=0,cor=0.5565;p-value=0.0947,cor=0.4118;p-value=0.2371,cor=0.4172;p-value=0.2304,cor=-0.0269;p-value=0.9412,cor=-0.0888;p-value=0.8073,cor=-0.0827;p-value=0.8202,cor=-0.1159;p-value=0.7499,cor=0.04;p-value=0.9127,cor=0.2084;p-value=0.5634
miRNA_ENSG00000207616.1__53679003__53679033,cor=-0.0661;p-value=0.856,cor=-0.1369;p-value=0.7061,cor=-0.0987;p-value=0.7863,cor=-0.2074;p-value=0.5653,cor=-0.2149;p-value=0.551,cor=0.008;p-value=0.9825,cor=-0.1059;p-value=0.7709,cor=-0.1272;p-value=0.7262,cor=-0.1787;p-value=0.6213,cor=-0.2084;p-value=0.5634,cor=-0.169;p-value=0.6407,cor=-0.2109;p-value=0.5586,cor=-0.1294;p-value=0.7216,cor=0.5156;p-value=0.1271,cor=0.9961;p-value=0,cor=-0.0562;p-value=0.8773,cor=0.1822;p-value=0.6144,cor=0.1617;p-value=0.6555,cor=0.2099;p-value=0.5606,cor=-0.1259;p-value=0.7288,cor=-0.0438;p-value=0.9044,cor=-0.0236;p-value=0.9484,cor=-0.112;p-value=0.758,cor=0.1481;p-value=0.683,cor=0.1859;p-value=0.607
miRNA_ENSG00000207616.1__53679018__53679048,cor=-0.0661;p-value=0.856,cor=-0.1369;p-value=0.7061,cor=-0.0987;p-value=0.7863,cor=-0.2074;p-value=0.5653,cor=-0.2149;p-value=0.551,cor=0.008;p-value=0.9825,cor=-0.1059;p-value=0.7709,cor=-0.1272;p-value=0.7262,cor=-0.1787;p-value=0.6213,cor=-0.2084;p-value=0.5634,cor=-0.169;p-value=0.6407,cor=-0.2109;p-value=0.5586,cor=-0.1294;p-value=0.7216,cor=0.5156;p-value=0.1271,cor=0.9961;p-value=0,cor=-0.0562;p-value=0.8773,cor=0.1822;p-value=0.6144,cor=0.1617;p-value=0.6555,cor=0.2099;p-value=0.5606,cor=-0.1259;p-value=0.7288,cor=-0.0438;p-value=0.9044,cor=-0.0236;p-value=0.9484,cor=-0.112;p-value=0.758,cor=0.1481;p-value=0.683,cor=0.1859;p-value=0.607
miRNA_ENSG00000207616.1__53679033__53679063,cor=-0.1505;p-value=0.6782,cor=-0.2164;p-value=0.5482,cor=-0.3587;p-value=0.3087,cor=-0.4457;p-value=0.1967,cor=-0.3194;p-value=0.3684,cor=-0.2571;p-value=0.4733,cor=-0.1728;p-value=0.6331,cor=-0.1768;p-value=0.6252,cor=-0.316;p-value=0.3738,cor=-0.3813;p-value=0.2769,cor=-0.3498;p-value=0.3217,cor=-0.3443;p-value=0.3299,cor=-0.1926;p-value=0.5939,cor=0.4543;p-value=0.1872,cor=0.655;p-value=0.0398,cor=-0.1196;p-value=0.7421,cor=0.2626;p-value=0.4636,cor=0.1304;p-value=0.7195,cor=0.4764;p-value=0.164,cor=0.3438;p-value=0.3308,cor=-0.1044;p-value=0.7742,cor=0.7085;p-value=0.0218,cor=-0.082;p-value=0.8218,cor=0.4558;p-value=0.1856,cor=0.4431;p-value=0.1997
miRNA_ENSG00000207616.1__53679048__53679078,cor=-0.136;p-value=0.708,cor=-0.152;p-value=0.675,cor=-0.3857;p-value=0.271,cor=-0.3908;p-value=0.2641,cor=-0.211;p-value=0.5585,cor=-0.3585;p-value=0.3091,cor=-0.1249;p-value=0.731,cor=-0.1082;p-value=0.7662,cor=-0.244;p-value=0.4968,cor=-0.3021;p-value=0.3963,cor=-0.3003;p-value=0.3992,cor=-0.2491;p-value=0.4876,cor=-0.1275;p-value=0.7256,cor=0.0813;p-value=0.8234,cor=-0.146;p-value=0.6873,cor=-0.1043;p-value=0.7744,cor=0.1677;p-value=0.6433,cor=0.0092;p-value=0.9799,cor=0.43;p-value=0.2148,cor=0.5994;p-value=0.067,cor=-0.0965;p-value=0.7909,cor=0.9895;p-value=0,cor=0.0051;p-value=0.9889,cor=0.4663;p-value=0.1743,cor=0.4096;p-value=0.2398
miRNA_ENSG00000283540.1__53682189__53682219,cor=-0.2131;p-value=0.5544,cor=0.1843;p-value=0.6103,cor=0.3704;p-value=0.2921,cor=0.3177;p-value=0.371,cor=0.0852;p-value=0.8149,cor=0.435;p-value=0.2089,cor=0.2648;p-value=0.4597,cor=-0.2306;p-value=0.5216,cor=0.0932;p-value=0.7978,cor=0.0791;p-value=0.828,cor=0.4511;p-value=0.1907,cor=0.7642;p-value=0.0101,cor=0.8383;p-value=0.0025,cor=-0.3273;p-value=0.3559,cor=0.2131;p-value=0.5545,cor=-0.1811;p-value=0.6167,cor=-0.113;p-value=0.756,cor=0.0799;p-value=0.8263,cor=-0.1805;p-value=0.6178,cor=-0.425;p-value=0.2208,cor=-0.2387;p-value=0.5066,cor=-0.1913;p-value=0.5966,cor=-0.2385;p-value=0.507,cor=-0.4003;p-value=0.2517,cor=-0.4437;p-value=0.1989
miRNA_ENSG00000283540.1__53682204__53682234,cor=-0.2131;p-value=0.5544,cor=0.1843;p-value=0.6103,cor=0.3704;p-value=0.2921,cor=0.3177;p-value=0.371,cor=0.0852;p-value=0.8149,cor=0.435;p-value=0.2089,cor=0.2648;p-value=0.4597,cor=-0.2306;p-value=0.5216,cor=0.0932;p-value=0.7978,cor=0.0791;p-value=0.828,cor=0.4511;p-value=0.1907,cor=0.7642;p-value=0.0101,cor=0.8383;p-value=0.0025,cor=-0.3273;p-value=0.3559,cor=0.2131;p-value=0.5545,cor=-0.1811;p-value=0.6167,cor=-0.113;p-value=0.756,cor=0.0799;p-value=0.8263,cor=-0.1805;p-value=0.6178,cor=-0.425;p-value=0.2208,cor=-0.2387;p-value=0.5066,cor=-0.1913;p-value=0.5966,cor=-0.2385;p-value=0.507,cor=-0.4003;p-value=0.2517,cor=-0.4437;p-value=0.1989
miRNA_ENSG00000207615.3__53685009__53685039,cor=-0.2135;p-value=0.5536,cor=-0.1598;p-value=0.6592,cor=0.1279;p-value=0.7247,cor=0.0938;p-value=0.7966,cor=0.0811;p-value=0.8238,cor=0.3059;p-value=0.39,cor=0.5081;p-value=0.1337,cor=-0.2241;p-value=0.5336,cor=0.191;p-value=0.5972,cor=0.0052;p-value=0.9887,cor=0.166;p-value=0.6467,cor=0.3687;p-value=0.2944,cor=0.5869;p-value=0.0745,cor=-0.3201;p-value=0.3672,cor=-0.246;p-value=0.4933,cor=-0.201;p-value=0.5776,cor=-0.1088;p-value=0.7648,cor=0.1484;p-value=0.6825,cor=0.0836;p-value=0.8183,cor=0.0375;p-value=0.9182,cor=-0.2545;p-value=0.4779,cor=0.407;p-value=0.2431,cor=-0.1718;p-value=0.6352,cor=-0.114;p-value=0.7539,cor=-0.199;p-value=0.5815
miRNA_ENSG00000207615.3__53685024__53685054,cor=-0.2135;p-value=0.5536,cor=-0.1598;p-value=0.6592,cor=0.1279;p-value=0.7247,cor=0.0938;p-value=0.7966,cor=0.0811;p-value=0.8238,cor=0.3059;p-value=0.39,cor=0.5081;p-value=0.1337,cor=-0.2241;p-value=0.5336,cor=0.191;p-value=0.5972,cor=0.0052;p-value=0.9887,cor=0.166;p-value=0.6467,cor=0.3687;p-value=0.2944,cor=0.5869;p-value=0.0745,cor=-0.3201;p-value=0.3672,cor=-0.246;p-value=0.4933,cor=-0.201;p-value=0.5776,cor=-0.1088;p-value=0.7648,cor=0.1484;p-value=0.6825,cor=0.0836;p-value=0.8183,cor=0.0375;p-value=0.9182,cor=-0.2545;p-value=0.4779,cor=0.407;p-value=0.2431,cor=-0.1718;p-value=0.6352,cor=-0.114;p-value=0.7539,cor=-0.199;p-value=0.5815
miRNA_ENSG00000207615.3__53685039__53685069,cor=-0.2135;p-value=0.5536,cor=-0.1598;p-value=0.6592,cor=0.1279;p-value=0.7247,cor=0.0938;p-value=0.7966,cor=0.0811;p-value=0.8238,cor=0.3059;p-value=0.39,cor=0.5081;p-value=0.1337,cor=-0.2241;p-value=0.5336,cor=0.191;p-value=0.5972,cor=0.0052;p-value=0.9887,cor=0.166;p-value=0.6467,cor=0.3687;p-value=0.2944,cor=0.5869;p-value=0.0745,cor=-0.3201;p-value=0.3672,cor=-0.246;p-value=0.4933,cor=-0.201;p-value=0.5776,cor=-0.1088;p-value=0.7648,cor=0.1484;p-value=0.6825,cor=0.0836;p-value=0.8183,cor=0.0375;p-value=0.9182,cor=-0.2545;p-value=0.4779,cor=0.407;p-value=0.2431,cor=-0.1718;p-value=0.6352,cor=-0.114;p-value=0.7539,cor=-0.199;p-value=0.5815
miRNA_ENSG00000207788.1__53686469__53686499,cor=-0.1354;p-value=0.7092,cor=-0.0671;p-value=0.8539,cor=0.1931;p-value=0.5931,cor=0.1894;p-value=0.6002,cor=0.0064;p-value=0.986,cor=0.4688;p-value=0.1718,cor=0.1774;p-value=0.6239,cor=-0.1634;p-value=0.6519,cor=0.0518;p-value=0.887,cor=0.137;p-value=0.7059,cor=0.5787;p-value=0.0796,cor=0.7398;p-value=0.0144,cor=0.9652;p-value=0,cor=-0.4079;p-value=0.242,cor=-0.1558;p-value=0.6673,cor=-0.1369;p-value=0.7061,cor=-0.1783;p-value=0.6222,cor=0.1461;p-value=0.6872,cor=-0.1163;p-value=0.7489,cor=-0.2983;p-value=0.4025,cor=-0.2032;p-value=0.5734,cor=-0.1382;p-value=0.7035,cor=-0.1298;p-value=0.7207,cor=-0.3374;p-value=0.3404,cor=-0.4108;p-value=0.2383
miRNA_ENSG00000207788.1__53686484__53686514,cor=-0.1354;p-value=0.7092,cor=-0.0671;p-value=0.8539,cor=0.1931;p-value=0.5931,cor=0.1894;p-value=0.6002,cor=0.0064;p-value=0.986,cor=0.4688;p-value=0.1718,cor=0.1774;p-value=0.6239,cor=-0.1634;p-value=0.6519,cor=0.0518;p-value=0.887,cor=0.137;p-value=0.7059,cor=0.5787;p-value=0.0796,cor=0.7398;p-value=0.0144,cor=0.9652;p-value=0,cor=-0.4079;p-value=0.242,cor=-0.1558;p-value=0.6673,cor=-0.1369;p-value=0.7061,cor=-0.1783;p-value=0.6222,cor=0.1461;p-value=0.6872,cor=-0.1163;p-value=0.7489,cor=-0.2983;p-value=0.4025,cor=-0.2032;p-value=0.5734,cor=-0.1382;p-value=0.7035,cor=-0.1298;p-value=0.7207,cor=-0.3374;p-value=0.3404,cor=-0.4108;p-value=0.2383
miRNA_ENSG00000207788.1__53686499__53686529,cor=0.1148;p-value=0.7521,cor=-0.0732;p-value=0.8408,cor=0.2226;p-value=0.5365,cor=0.2618;p-value=0.4649,cor=0.1455;p-value=0.6883,cor=0.5034;p-value=0.138,cor=0.0783;p-value=0.8297,cor=-0.1962;p-value=0.5869,cor=-0.0068;p-value=0.985,cor=0.1967;p-value=0.5859,cor=0.6284;p-value=0.0517,cor=0.777;p-value=0.0082,cor=0.9635;p-value=0,cor=-0.4839;p-value=0.1565,cor=-0.1791;p-value=0.6206,cor=-0.1676;p-value=0.6436,cor=-0.1896;p-value=0.5999,cor=0.1189;p-value=0.7435,cor=-0.1732;p-value=0.6322,cor=-0.3492;p-value=0.3227,cor=-0.2353;p-value=0.5129,cor=-0.157;p-value=0.665,cor=-0.1555;p-value=0.6679,cor=-0.3943;p-value=0.2596,cor=-0.4774;p-value=0.1629
miRNA_ENSG00000207788.1__53686514__53686544,cor=0.6597;p-value=0.0379,cor=-0.0662;p-value=0.8559,cor=0.2268;p-value=0.5287,cor=0.3537;p-value=0.316,cor=0.4251;p-value=0.2207,cor=0.4386;p-value=0.2048,cor=-0.173;p-value=0.6326,cor=-0.2155;p-value=0.5498,cor=-0.1403;p-value=0.699,cor=0.2781;p-value=0.4365,cor=0.5626;p-value=0.0905,cor=0.6392;p-value=0.0466,cor=0.6826;p-value=0.0296,cor=-0.5202;p-value=0.1232,cor=-0.1812;p-value=0.6164,cor=-0.1902;p-value=0.5987,cor=-0.1611;p-value=0.6565,cor=0.022;p-value=0.9518,cor=-0.2548;p-value=0.4773,cor=-0.3663;p-value=0.2979,cor=-0.2418;p-value=0.5009,cor=-0.1552;p-value=0.6685,cor=-0.1701;p-value=0.6385,cor=-0.4123;p-value=0.2364,cor=-0.4939;p-value=0.1468
miRNA_ENSG00000221421.1__53688481__53688511,cor=0.7752;p-value=0.0084,cor=0.2285;p-value=0.5255,cor=0.6342;p-value=0.0489,cor=0.758;p-value=0.0111,cor=0.8873;p-value=6e-04,cor=0.4935;p-value=0.1472,cor=0.3067;p-value=0.3888,cor=-0.2588;p-value=0.4703,cor=0.2209;p-value=0.5397,cor=0.3971;p-value=0.2558,cor=0.3241;p-value=0.361,cor=0.5806;p-value=0.0784,cor=0.3449;p-value=0.329,cor=-0.681;p-value=0.0302,cor=-0.2492;p-value=0.4874,cor=-0.2426;p-value=0.4995,cor=-0.2148;p-value=0.5511,cor=-0.1247;p-value=0.7313,cor=-0.4993;p-value=0.1418,cor=-0.5023;p-value=0.139,cor=-0.2864;p-value=0.4225,cor=-0.247;p-value=0.4915,cor=-0.3021;p-value=0.3963,cor=-0.6383;p-value=0.047,cor=-0.6941;p-value=0.026
miRNA_ENSG00000221421.1__53688496__53688526,cor=0.7752;p-value=0.0084,cor=0.2285;p-value=0.5255,cor=0.6342;p-value=0.0489,cor=0.758;p-value=0.0111,cor=0.8873;p-value=6e-04,cor=0.4935;p-value=0.1472,cor=0.3067;p-value=0.3888,cor=-0.2588;p-value=0.4703,cor=0.2209;p-value=0.5397,cor=0.3971;p-value=0.2558,cor=0.3241;p-value=0.361,cor=0.5806;p-value=0.0784,cor=0.3449;p-value=0.329,cor=-0.681;p-value=0.0302,cor=-0.2492;p-value=0.4874,cor=-0.2426;p-value=0.4995,cor=-0.2148;p-value=0.5511,cor=-0.1247;p-value=0.7313,cor=-0.4993;p-value=0.1418,cor=-0.5023;p-value=0.139,cor=-0.2864;p-value=0.4225,cor=-0.247;p-value=0.4915,cor=-0.3021;p-value=0.3963,cor=-0.6383;p-value=0.047,cor=-0.6941;p-value=0.026
miRNA_ENSG00000221421.1__53688511__53688541,cor=0.7752;p-value=0.0084,cor=0.2285;p-value=0.5255,cor=0.6342;p-value=0.0489,cor=0.758;p-value=0.0111,cor=0.8873;p-value=6e-04,cor=0.4935;p-value=0.1472,cor=0.3067;p-value=0.3888,cor=-0.2588;p-value=0.4703,cor=0.2209;p-value=0.5397,cor=0.3971;p-value=0.2558,cor=0.3241;p-value=0.361,cor=0.5806;p-value=0.0784,cor=0.3449;p-value=0.329,cor=-0.681;p-value=0.0302,cor=-0.2492;p-value=0.4874,cor=-0.2426;p-value=0.4995,cor=-0.2148;p-value=0.5511,cor=-0.1247;p-value=0.7313,cor=-0.4993;p-value=0.1418,cor=-0.5023;p-value=0.139,cor=-0.2864;p-value=0.4225,cor=-0.247;p-value=0.4915,cor=-0.3021;p-value=0.3963,cor=-0.6383;p-value=0.047,cor=-0.6941;p-value=0.026
miRNA_ENSG00000207594.1__53690881__53690911,cor=0.1127;p-value=0.7565,cor=0.3304;p-value=0.3512,cor=0.2303;p-value=0.5221,cor=0.301;p-value=0.3981,cor=0.1725;p-value=0.6337,cor=0.2047;p-value=0.5705,cor=-0.2258;p-value=0.5304,cor=-0.2167;p-value=0.5476,cor=-0.2077;p-value=0.5648,cor=0.0947;p-value=0.7946,cor=0.5588;p-value=0.0931,cor=0.9001;p-value=4e-04,cor=0.8694;p-value=0.0011,cor=-0.6001;p-value=0.0666,cor=-0.2353;p-value=0.5128,cor=-0.1961;p-value=0.5871,cor=-0.0893;p-value=0.8062,cor=-0.1034;p-value=0.7762,cor=-0.2048;p-value=0.5702,cor=-0.2188;p-value=0.5436,cor=-0.2484;p-value=0.489,cor=0.1081;p-value=0.7662,cor=-0.1737;p-value=0.6314,cor=-0.3261;p-value=0.3578,cor=-0.4089;p-value=0.2407
miRNA_ENSG00000207594.1__53690896__53690926,cor=0.1127;p-value=0.7565,cor=0.3304;p-value=0.3512,cor=0.2303;p-value=0.5221,cor=0.301;p-value=0.3981,cor=0.1725;p-value=0.6337,cor=0.2047;p-value=0.5705,cor=-0.2258;p-value=0.5304,cor=-0.2167;p-value=0.5476,cor=-0.2077;p-value=0.5648,cor=0.0947;p-value=0.7946,cor=0.5588;p-value=0.0931,cor=0.9001;p-value=4e-04,cor=0.8694;p-value=0.0011,cor=-0.6001;p-value=0.0666,cor=-0.2353;p-value=0.5128,cor=-0.1961;p-value=0.5871,cor=-0.0893;p-value=0.8062,cor=-0.1034;p-value=0.7762,cor=-0.2048;p-value=0.5702,cor=-0.2188;p-value=0.5436,cor=-0.2484;p-value=0.489,cor=0.1081;p-value=0.7662,cor=-0.1737;p-value=0.6314,cor=-0.3261;p-value=0.3578,cor=-0.4089;p-value=0.2407
