genes,yellow,blue,white,cyan,royalblue,orange,turquoise,brown,darkgrey,magenta,salmon,grey60,red,lightcyan,purple,black,darkred,darkturquoise,lightyellow,darkorange,greenyellow,pink,green,tan,grey
miRNA_ENSG00000277402.1__31355254__31355284,cor=-0.1565;p-value=0.666,cor=0.0133;p-value=0.971,cor=0.0243;p-value=0.9469,cor=-0.1289;p-value=0.7227,cor=-0.0138;p-value=0.9698,cor=-0.0683;p-value=0.8513,cor=0.2501;p-value=0.4859,cor=-0.4051;p-value=0.2456,cor=-0.1223;p-value=0.7364,cor=-0.3975;p-value=0.2553,cor=-0.4716;p-value=0.1688,cor=-0.1826;p-value=0.6137,cor=-0.186;p-value=0.6069,cor=0.1466;p-value=0.6862,cor=0.7891;p-value=0.0067,cor=-0.3428;p-value=0.3322,cor=0.2283;p-value=0.5258,cor=0.1821;p-value=0.6147,cor=0.2097;p-value=0.5609,cor=0.141;p-value=0.6976,cor=0.261;p-value=0.4663,cor=0.0401;p-value=0.9124,cor=-0.0101;p-value=0.9779,cor=0.2465;p-value=0.4924,cor=0.2634;p-value=0.4622
miRNA_ENSG00000277402.1__31355269__31355299,cor=-0.6431;p-value=0.0449,cor=-0.2011;p-value=0.5774,cor=-0.1966;p-value=0.5861,cor=-0.2048;p-value=0.5704,cor=-0.5062;p-value=0.1354,cor=-0.0555;p-value=0.8789,cor=0.2;p-value=0.5796,cor=0.4299;p-value=0.215,cor=0.3718;p-value=0.2901,cor=0.1146;p-value=0.7526,cor=0.0513;p-value=0.8881,cor=-0.309;p-value=0.385,cor=-0.1384;p-value=0.703,cor=0.7574;p-value=0.0112,cor=0.5639;p-value=0.0895,cor=0.0113;p-value=0.9752,cor=-0.2278;p-value=0.5268,cor=0.1307;p-value=0.7189,cor=0.0902;p-value=0.8042,cor=-0.0986;p-value=0.7864,cor=0.0749;p-value=0.837,cor=-0.2333;p-value=0.5166,cor=-0.1076;p-value=0.7672,cor=0.0057;p-value=0.9876,cor=0.0577;p-value=0.8743
miRNA_ENSG00000277402.1__31355284__31355314,cor=-0.661;p-value=0.0374,cor=-0.2143;p-value=0.5522,cor=-0.2257;p-value=0.5307,cor=-0.2343;p-value=0.5147,cor=-0.5275;p-value=0.1172,cor=-0.0809;p-value=0.8243,cor=0.1941;p-value=0.5911,cor=0.4282;p-value=0.217,cor=0.3601;p-value=0.3068,cor=0.0954;p-value=0.7931,cor=0.0314;p-value=0.9314,cor=-0.3302;p-value=0.3514,cor=-0.149;p-value=0.6812,cor=0.7731;p-value=0.0087,cor=0.5615;p-value=0.0912,cor=0.0043;p-value=0.9905,cor=-0.2193;p-value=0.5426,cor=0.1331;p-value=0.714,cor=0.1209;p-value=0.7393,cor=-0.0588;p-value=0.8717,cor=0.0693;p-value=0.8491,cor=-0.1685;p-value=0.6416,cor=-0.1087;p-value=0.7649,cor=0.0377;p-value=0.9176,cor=0.0865;p-value=0.8122
miRNA_ENSG00000277402.1__31355314__31355316,cor=-0.7046;p-value=0.0229,cor=-0.2105;p-value=0.5593,cor=-0.2288;p-value=0.5249,cor=-0.2213;p-value=0.5389,cor=-0.5372;p-value=0.1093,cor=-0.0887;p-value=0.8075,cor=0.2263;p-value=0.5296,cor=0.4827;p-value=0.1576,cor=0.417;p-value=0.2306,cor=0.1354;p-value=0.7092,cor=0.06;p-value=0.8691,cor=-0.3245;p-value=0.3603,cor=-0.1411;p-value=0.6974,cor=0.7563;p-value=0.0114,cor=0.4532;p-value=0.1884,cor=0.0134;p-value=0.9708,cor=-0.2653;p-value=0.4587,cor=0.1189;p-value=0.7435,cor=0.0983;p-value=0.787,cor=-0.0442;p-value=0.9036,cor=0.0817;p-value=0.8224,cor=-0.1786;p-value=0.6216,cor=-0.1003;p-value=0.7829,cor=0.0179;p-value=0.9609,cor=0.0648;p-value=0.8588
miRNA_ENSG00000274494.1__31633787__31633817,cor=-0.0315;p-value=0.9312,cor=0.2553;p-value=0.4765,cor=0.4557;p-value=0.1857,cor=0.3604;p-value=0.3063,cor=0.1222;p-value=0.7366,cor=0.5642;p-value=0.0893,cor=-0.005;p-value=0.9891,cor=-0.1912;p-value=0.5966,cor=-0.0634;p-value=0.8618,cor=0.1246;p-value=0.7316,cor=0.5923;p-value=0.0712,cor=0.8698;p-value=0.0011,cor=0.8987;p-value=4e-04,cor=-0.484;p-value=0.1564,cor=-0.1347;p-value=0.7105,cor=0.2014;p-value=0.577,cor=0.01;p-value=0.9782,cor=0.0961;p-value=0.7916,cor=-0.18;p-value=0.6188,cor=-0.4835;p-value=0.1568,cor=-0.2993;p-value=0.4009,cor=-0.2767;p-value=0.439,cor=-0.2504;p-value=0.4852,cor=-0.4938;p-value=0.1469,cor=-0.4953;p-value=0.1455
miRNA_ENSG00000274494.1__31633802__31633832,cor=-0.0315;p-value=0.9312,cor=0.2553;p-value=0.4765,cor=0.4557;p-value=0.1857,cor=0.3604;p-value=0.3063,cor=0.1222;p-value=0.7366,cor=0.5642;p-value=0.0893,cor=-0.005;p-value=0.9891,cor=-0.1912;p-value=0.5966,cor=-0.0634;p-value=0.8618,cor=0.1246;p-value=0.7316,cor=0.5923;p-value=0.0712,cor=0.8698;p-value=0.0011,cor=0.8987;p-value=4e-04,cor=-0.484;p-value=0.1564,cor=-0.1347;p-value=0.7105,cor=0.2014;p-value=0.577,cor=0.01;p-value=0.9782,cor=0.0961;p-value=0.7916,cor=-0.18;p-value=0.6188,cor=-0.4835;p-value=0.1568,cor=-0.2993;p-value=0.4009,cor=-0.2767;p-value=0.439,cor=-0.2504;p-value=0.4852,cor=-0.4938;p-value=0.1469,cor=-0.4953;p-value=0.1455
miRNA_ENSG00000274494.1__31633817__31633847,cor=-0.2312;p-value=0.5204,cor=-0.0255;p-value=0.9443,cor=0.1684;p-value=0.6419,cor=0.3803;p-value=0.2783,cor=0.0196;p-value=0.9571,cor=0.3333;p-value=0.3467,cor=0.3038;p-value=0.3935,cor=0.3547;p-value=0.3146,cor=0.5345;p-value=0.1115,cor=0.5778;p-value=0.0803,cor=0.798;p-value=0.0057,cor=0.6358;p-value=0.0482,cor=0.7762;p-value=0.0083,cor=-0.1178;p-value=0.7458,cor=-0.2606;p-value=0.4671,cor=-0.2409;p-value=0.5026,cor=-0.62;p-value=0.0558,cor=-0.0835;p-value=0.8187,cor=-0.4101;p-value=0.2392,cor=-0.4705;p-value=0.1699,cor=-0.2993;p-value=0.4009,cor=-0.2826;p-value=0.4289,cor=-0.2379;p-value=0.5081,cor=-0.5808;p-value=0.0783,cor=-0.6649;p-value=0.0359
miRNA_ENSG00000274494.1__31633847__31633858,cor=-0.2268;p-value=0.5286,cor=-0.0169;p-value=0.963,cor=0.0907;p-value=0.8032,cor=0.3246;p-value=0.3601,cor=-0.0584;p-value=0.8726,cor=0.276;p-value=0.4403,cor=0.1376;p-value=0.7046,cor=0.3912;p-value=0.2637,cor=0.4435;p-value=0.1992,cor=0.573;p-value=0.0833,cor=0.8634;p-value=0.0013,cor=0.6691;p-value=0.0344,cor=0.8204;p-value=0.0036,cor=-0.091;p-value=0.8025,cor=-0.2528;p-value=0.481,cor=-0.2351;p-value=0.5132,cor=-0.6187;p-value=0.0565,cor=-0.1039;p-value=0.7751,cor=-0.3971;p-value=0.2559,cor=-0.4537;p-value=0.1878,cor=-0.2918;p-value=0.4134,cor=-0.2688;p-value=0.4526,cor=-0.2164;p-value=0.5481,cor=-0.5508;p-value=0.0989,cor=-0.6387;p-value=0.0468
miRNA_ENSG00000266776.1__31701029__31701059,cor=0.0294;p-value=0.9358,cor=-0.0526;p-value=0.8852,cor=-0.0893;p-value=0.8062,cor=0.2792;p-value=0.4347,cor=-0.0952;p-value=0.7937,cor=0.0904;p-value=0.8038,cor=-0.2417;p-value=0.5011,cor=0.6033;p-value=0.0648,cor=0.3672;p-value=0.2966,cor=0.7079;p-value=0.022,cor=0.9197;p-value=2e-04,cor=0.474;p-value=0.1663,cor=0.5532;p-value=0.0971,cor=0.2264;p-value=0.5294,cor=0.0703;p-value=0.847,cor=-0.3651;p-value=0.2995,cor=-0.7406;p-value=0.0143,cor=-0.1599;p-value=0.659,cor=-0.4652;p-value=0.1755,cor=-0.4921;p-value=0.1485,cor=-0.1281;p-value=0.7243,cor=-0.4736;p-value=0.1668,cor=-0.2424;p-value=0.4997,cor=-0.549;p-value=0.1003,cor=-0.6186;p-value=0.0566
miRNA_ENSG00000266776.1__31701044__31701074,cor=-0.0579;p-value=0.8738,cor=-0.2696;p-value=0.4512,cor=-0.4144;p-value=0.2338,cor=-0.043;p-value=0.9061,cor=-0.3547;p-value=0.3146,cor=-0.1477;p-value=0.6839,cor=-0.381;p-value=0.2774,cor=0.6617;p-value=0.0372,cor=0.2492;p-value=0.4875,cor=0.5625;p-value=0.0905,cor=0.7234;p-value=0.0181,cor=0.1196;p-value=0.7421,cor=0.3019;p-value=0.3965,cor=0.5311;p-value=0.1142,cor=0.2781;p-value=0.4365,cor=-0.3996;p-value=0.2526,cor=-0.6751;p-value=0.0322,cor=-0.1419;p-value=0.6958,cor=-0.2935;p-value=0.4105,cor=-0.2974;p-value=0.404,cor=-0.02;p-value=0.9563,cor=-0.3732;p-value=0.2881,cor=-0.0562;p-value=0.8774,cor=-0.2363;p-value=0.511,cor=-0.3092;p-value=0.3847
miRNA_ENSG00000266776.1__31701059__31701089,cor=-0.2224;p-value=0.5368,cor=-0.476;p-value=0.1643,cor=-0.807;p-value=0.0048,cor=-0.736;p-value=0.0152,cor=-0.6431;p-value=0.0449,cor=-0.6274;p-value=0.0522,cor=-0.391;p-value=0.2639,cor=0.2211;p-value=0.5392,cor=-0.2507;p-value=0.4848,cor=-0.2682;p-value=0.4537,cor=-0.3577;p-value=0.3102,cor=-0.7696;p-value=0.0092,cor=-0.5378;p-value=0.1089,cor=0.7315;p-value=0.0162,cor=0.4989;p-value=0.1421,cor=-0.1546;p-value=0.6697,cor=0.0601;p-value=0.8689,cor=-0.0584;p-value=0.8728,cor=0.2955;p-value=0.4071,cor=0.3812;p-value=0.277,cor=0.2267;p-value=0.5287,cor=0.1531;p-value=0.6728,cor=0.4952;p-value=0.1456,cor=0.7042;p-value=0.023,cor=0.676;p-value=0.0319
miRNA_ENSG00000266776.1__31701089__31701091,cor=-0.0791;p-value=0.8281,cor=-0.5152;p-value=0.1275,cor=-0.8376;p-value=0.0025,cor=-0.7733;p-value=0.0087,cor=-0.626;p-value=0.0529,cor=-0.5593;p-value=0.0927,cor=-0.584;p-value=0.0763,cor=0.1409;p-value=0.6978,cor=-0.427;p-value=0.2184,cor=-0.3008;p-value=0.3984,cor=-0.2778;p-value=0.4371,cor=-0.6701;p-value=0.034,cor=-0.3976;p-value=0.2552,cor=0.6856;p-value=0.0287,cor=0.4665;p-value=0.1741,cor=-0.1452;p-value=0.6889,cor=0.1191;p-value=0.7432,cor=0.0691;p-value=0.8495,cor=0.4669;p-value=0.1737,cor=0.5143;p-value=0.1283,cor=0.1947;p-value=0.5899,cor=0.4495;p-value=0.1925,cor=0.2928;p-value=0.4116,cor=0.6994;p-value=0.0244,cor=0.6702;p-value=0.0339
miRNA_ENSG00000284446.1__31956839__31956869,cor=-0.214;p-value=0.5527,cor=-0.2399;p-value=0.5044,cor=-0.491;p-value=0.1496,cor=-0.1317;p-value=0.7168,cor=-0.3898;p-value=0.2655,cor=-0.3962;p-value=0.257,cor=-0.2298;p-value=0.5231,cor=0.8416;p-value=0.0023,cor=0.4251;p-value=0.2207,cor=0.5311;p-value=0.1142,cor=0.3886;p-value=0.2671,cor=-0.3086;p-value=0.3856,cor=-0.2103;p-value=0.5598,cor=0.8281;p-value=0.0031,cor=0.1956;p-value=0.5881,cor=-0.2288;p-value=0.525,cor=-0.6175;p-value=0.0572,cor=-0.2535;p-value=0.4797,cor=-0.1339;p-value=0.7122,cor=-0.0583;p-value=0.8728,cor=-0.2128;p-value=0.555,cor=0.1714;p-value=0.6359,cor=-0.1608;p-value=0.6571,cor=-0.0686;p-value=0.8507,cor=-0.1164;p-value=0.7489
miRNA_ENSG00000284446.1__31956854__31956884,cor=-0.214;p-value=0.5527,cor=-0.2399;p-value=0.5044,cor=-0.491;p-value=0.1496,cor=-0.1317;p-value=0.7168,cor=-0.3898;p-value=0.2655,cor=-0.3962;p-value=0.257,cor=-0.2298;p-value=0.5231,cor=0.8416;p-value=0.0023,cor=0.4251;p-value=0.2207,cor=0.5311;p-value=0.1142,cor=0.3886;p-value=0.2671,cor=-0.3086;p-value=0.3856,cor=-0.2103;p-value=0.5598,cor=0.8281;p-value=0.0031,cor=0.1956;p-value=0.5881,cor=-0.2288;p-value=0.525,cor=-0.6175;p-value=0.0572,cor=-0.2535;p-value=0.4797,cor=-0.1339;p-value=0.7122,cor=-0.0583;p-value=0.8728,cor=-0.2128;p-value=0.555,cor=0.1714;p-value=0.6359,cor=-0.1608;p-value=0.6571,cor=-0.0686;p-value=0.8507,cor=-0.1164;p-value=0.7489
miRNA_ENSG00000284446.1__31956869__31956899,cor=-0.1425;p-value=0.6945,cor=-0.1328;p-value=0.7146,cor=-0.3193;p-value=0.3685,cor=0.1121;p-value=0.7578,cor=-0.2339;p-value=0.5154,cor=-0.276;p-value=0.4403,cor=-0.1466;p-value=0.686,cor=0.9953;p-value=0,cor=0.631;p-value=0.0504,cor=0.7808;p-value=0.0077,cor=0.6114;p-value=0.0604,cor=-0.1334;p-value=0.7132,cor=-0.1147;p-value=0.7524,cor=0.6239;p-value=0.0539,cor=-0.1626;p-value=0.6535,cor=-0.1757;p-value=0.6274,cor=-0.8055;p-value=0.0049,cor=-0.3435;p-value=0.3311,cor=-0.4121;p-value=0.2367,cor=-0.2566;p-value=0.4742,cor=-0.1673;p-value=0.6441,cor=-0.2187;p-value=0.5439,cor=-0.1247;p-value=0.7315,cor=-0.3309;p-value=0.3503,cor=-0.3745;p-value=0.2863
miRNA_ENSG00000284446.1__31956884__31956914,cor=-0.2334;p-value=0.5164,cor=0.3434;p-value=0.3313,cor=0.3427;p-value=0.3323,cor=0.6181;p-value=0.0568,cor=0.2931;p-value=0.4111,cor=-0.0252;p-value=0.9448,cor=0.5822;p-value=0.0774,cor=0.6353;p-value=0.0484,cor=0.9441;p-value=0,cor=0.7063;p-value=0.0224,cor=0.3333;p-value=0.3467,cor=0.1288;p-value=0.7228,cor=-0.1324;p-value=0.7155,cor=0.1333;p-value=0.7136,cor=-0.2447;p-value=0.4957,cor=-0.2172;p-value=0.5467,cor=-0.6964;p-value=0.0253,cor=-0.397;p-value=0.2559,cor=-0.6252;p-value=0.0533,cor=-0.4304;p-value=0.2143,cor=-0.2232;p-value=0.5354,cor=-0.3088;p-value=0.3854,cor=-0.284;p-value=0.4264,cor=-0.6103;p-value=0.061,cor=-0.6265;p-value=0.0526
miRNA_ENSG00000284446.1__31956899__31956929,cor=-0.2086;p-value=0.5631,cor=-0.05;p-value=0.891,cor=-0.1548;p-value=0.6694,cor=0.2628;p-value=0.4633,cor=-0.0713;p-value=0.8449,cor=-0.247;p-value=0.4914,cor=0.2079;p-value=0.5644,cor=0.9237;p-value=1e-04,cor=0.8332;p-value=0.0028,cor=0.7936;p-value=0.0061,cor=0.499;p-value=0.142,cor=-0.1178;p-value=0.7459,cor=-0.1617;p-value=0.6555,cor=0.4801;p-value=0.1602,cor=-0.2279;p-value=0.5266,cor=-0.2426;p-value=0.4994,cor=-0.8365;p-value=0.0026,cor=-0.4535;p-value=0.1881,cor=-0.5681;p-value=0.0866,cor=-0.3623;p-value=0.3035,cor=-0.24;p-value=0.5043,cor=-0.306;p-value=0.3899,cor=-0.0324;p-value=0.9293,cor=-0.3837;p-value=0.2737,cor=-0.4462;p-value=0.1962
miRNA_ENSG00000284446.1__31956929__31956940,cor=-0.1761;p-value=0.6266,cor=-0.1735;p-value=0.6316,cor=-0.3178;p-value=0.3709,cor=0.1177;p-value=0.746,cor=-0.2016;p-value=0.5764,cor=-0.3003;p-value=0.3993,cor=0.0196;p-value=0.9571,cor=0.9645;p-value=0,cor=0.7126;p-value=0.0207,cor=0.7688;p-value=0.0094,cor=0.5387;p-value=0.1081,cor=-0.1828;p-value=0.6131,cor=-0.1509;p-value=0.6774,cor=0.5778;p-value=0.0802,cor=-0.1967;p-value=0.5861,cor=-0.222;p-value=0.5377,cor=-0.8203;p-value=0.0037,cor=-0.4204;p-value=0.2264,cor=-0.4874;p-value=0.153,cor=-0.3007;p-value=0.3985,cor=-0.2159;p-value=0.5491,cor=-0.2696;p-value=0.4512,cor=0.0211;p-value=0.9539,cor=-0.2873;p-value=0.4209,cor=-0.3552;p-value=0.3138
miRNA_ENSG00000284469.1__32170030__32170060,cor=-0.2232;p-value=0.5354,cor=-0.2936;p-value=0.4103,cor=-0.4397;p-value=0.2036,cor=-0.5927;p-value=0.0709,cor=-0.4164;p-value=0.2314,cor=-0.2365;p-value=0.5106,cor=-0.236;p-value=0.5116,cor=-0.2294;p-value=0.5238,cor=-0.4166;p-value=0.231,cor=-0.5171;p-value=0.1259,cor=-0.4794;p-value=0.1609,cor=-0.4712;p-value=0.1692,cor=-0.2726;p-value=0.4461,cor=0.4071;p-value=0.243,cor=0.5086;p-value=0.1333,cor=-0.1899;p-value=0.5993,cor=0.2984;p-value=0.4024,cor=0.4989;p-value=0.1421,cor=0.7265;p-value=0.0173,cor=0.7556;p-value=0.0115,cor=0.5753;p-value=0.0819,cor=0.5291;p-value=0.1158,cor=-0.1387;p-value=0.7023,cor=0.5519;p-value=0.0981,cor=0.6058;p-value=0.0634
miRNA_ENSG00000284469.1__32170045__32170075,cor=0.5343;p-value=0.1116,cor=-0.3445;p-value=0.3296,cor=-0.1218;p-value=0.7375,cor=-0.0284;p-value=0.938,cor=0.2658;p-value=0.458,cor=0.0861;p-value=0.8131,cor=-0.0563;p-value=0.8773,cor=-0.1007;p-value=0.7819,cor=-0.0798;p-value=0.8265,cor=0.0771;p-value=0.8323,cor=-0.0296;p-value=0.9353,cor=-0.1544;p-value=0.6702,cor=-0.0588;p-value=0.8719,cor=-0.018;p-value=0.9606,cor=-0.1496;p-value=0.68,cor=-0.1638;p-value=0.6512,cor=-0.0407;p-value=0.9111,cor=0.1684;p-value=0.6418,cor=0.249;p-value=0.4878,cor=0.2924;p-value=0.4124,cor=-0.132;p-value=0.7162,cor=0.6633;p-value=0.0366,cor=-0.313;p-value=0.3785,cor=0.035;p-value=0.9236,cor=-0.0119;p-value=0.974
miRNA_ENSG00000284469.1__32170060__32170090,cor=-0.1487;p-value=0.6819,cor=-0.0152;p-value=0.9668,cor=0.1952;p-value=0.5889,cor=0.4754;p-value=0.165,cor=0.2547;p-value=0.4775,cor=0.0784;p-value=0.8296,cor=0.6731;p-value=0.0329,cor=0.5952;p-value=0.0695,cor=0.9528;p-value=0,cor=0.7038;p-value=0.0231,cor=0.3235;p-value=0.3618,cor=-0.0154;p-value=0.9664,cor=-0.0838;p-value=0.8179,cor=0.2429;p-value=0.4989,cor=-0.2144;p-value=0.5519,cor=-0.2781;p-value=0.4365,cor=-0.7225;p-value=0.0183,cor=-0.2271;p-value=0.5281,cor=-0.4427;p-value=0.2001,cor=-0.3174;p-value=0.3715,cor=-0.2846;p-value=0.4254,cor=-0.0792;p-value=0.8278,cor=-0.3423;p-value=0.333,cor=-0.5237;p-value=0.1202,cor=-0.5683;p-value=0.0865
miRNA_ENSG00000284469.1__32170075__32170105,cor=-0.1487;p-value=0.6819,cor=-0.0152;p-value=0.9668,cor=0.1952;p-value=0.5889,cor=0.4754;p-value=0.165,cor=0.2547;p-value=0.4775,cor=0.0784;p-value=0.8296,cor=0.6731;p-value=0.0329,cor=0.5952;p-value=0.0695,cor=0.9528;p-value=0,cor=0.7038;p-value=0.0231,cor=0.3235;p-value=0.3618,cor=-0.0154;p-value=0.9664,cor=-0.0838;p-value=0.8179,cor=0.2429;p-value=0.4989,cor=-0.2144;p-value=0.5519,cor=-0.2781;p-value=0.4365,cor=-0.7225;p-value=0.0183,cor=-0.2271;p-value=0.5281,cor=-0.4427;p-value=0.2001,cor=-0.3174;p-value=0.3715,cor=-0.2846;p-value=0.4254,cor=-0.0792;p-value=0.8278,cor=-0.3423;p-value=0.333,cor=-0.5237;p-value=0.1202,cor=-0.5683;p-value=0.0865
miRNA_ENSG00000284469.1__32170105__32170116,cor=-0.151;p-value=0.6772,cor=-0.0128;p-value=0.9719,cor=0.199;p-value=0.5816,cor=0.4767;p-value=0.1636,cor=0.2561;p-value=0.475,cor=0.0779;p-value=0.8307,cor=0.6802;p-value=0.0304,cor=0.5934;p-value=0.0705,cor=0.955;p-value=0,cor=0.7017;p-value=0.0237,cor=0.3194;p-value=0.3684,cor=-0.0166;p-value=0.9637,cor=-0.0868;p-value=0.8116,cor=0.2358;p-value=0.512,cor=-0.2229;p-value=0.5359,cor=-0.2677;p-value=0.4545,cor=-0.7175;p-value=0.0195,cor=-0.2377;p-value=0.5085,cor=-0.4521;p-value=0.1895,cor=-0.3279;p-value=0.355,cor=-0.2941;p-value=0.4094,cor=-0.0905;p-value=0.8036,cor=-0.3249;p-value=0.3596,cor=-0.5212;p-value=0.1223,cor=-0.5664;p-value=0.0878
miRNA_ENSG00000277264.1__32179816__32179846,cor=-0.2934;p-value=0.4107,cor=-0.0628;p-value=0.8631,cor=-0.0348;p-value=0.9239,cor=-0.3027;p-value=0.3953,cor=-0.1914;p-value=0.5963,cor=0.0081;p-value=0.9824,cor=0.1293;p-value=0.7219,cor=-0.2823;p-value=0.4293,cor=-0.1869;p-value=0.6052,cor=-0.4701;p-value=0.1703,cor=-0.5439;p-value=0.1041,cor=-0.371;p-value=0.2912,cor=-0.3277;p-value=0.3554,cor=0.0277;p-value=0.9394,cor=0.1339;p-value=0.7123,cor=0.0417;p-value=0.909,cor=0.3302;p-value=0.3514,cor=0.5138;p-value=0.1287,cor=0.4369;p-value=0.2067,cor=0.5298;p-value=0.1153,cor=0.8845;p-value=7e-04,cor=-0.2735;p-value=0.4445,cor=0.0735;p-value=0.84,cor=0.3226;p-value=0.3633,cor=0.4473;p-value=0.1949
miRNA_ENSG00000277264.1__32179831__32179861,cor=0.0091;p-value=0.9802,cor=0.1595;p-value=0.6598,cor=0.1566;p-value=0.6658,cor=0.5368;p-value=0.1096,cor=0.212;p-value=0.5566,cor=-0.0382;p-value=0.9165,cor=0.2308;p-value=0.5211,cor=0.8343;p-value=0.0027,cor=0.862;p-value=0.0013,cor=0.8658;p-value=0.0012,cor=0.5155;p-value=0.1273,cor=0.0164;p-value=0.9642,cor=-0.1952;p-value=0.5889,cor=0.3588;p-value=0.3086,cor=-0.1324;p-value=0.7153,cor=-0.2514;p-value=0.4836,cor=-0.8277;p-value=0.0031,cor=-0.3086;p-value=0.3856,cor=-0.6177;p-value=0.057,cor=-0.4407;p-value=0.2024,cor=-0.042;p-value=0.9082,cor=-0.5308;p-value=0.1144,cor=-0.3325;p-value=0.3479,cor=-0.6489;p-value=0.0424,cor=-0.6472;p-value=0.0431
miRNA_ENSG00000277264.1__32179846__32179876,cor=0.0714;p-value=0.8446,cor=0.1672;p-value=0.6444,cor=0.1583;p-value=0.6622,cor=0.582;p-value=0.0775,cor=0.2451;p-value=0.4948,cor=-0.0386;p-value=0.9158,cor=0.1949;p-value=0.5896,cor=0.8644;p-value=0.0013,cor=0.8707;p-value=0.001,cor=0.9347;p-value=1e-04,cor=0.6129;p-value=0.0595,cor=0.095;p-value=0.794,cor=-0.1182;p-value=0.7451,cor=0.3399;p-value=0.3366,cor=-0.1562;p-value=0.6664,cor=-0.2512;p-value=0.484,cor=-0.8682;p-value=0.0011,cor=-0.4072;p-value=0.2429,cor=-0.6886;p-value=0.0277,cor=-0.5378;p-value=0.1088,cor=-0.2294;p-value=0.5238,cor=-0.4532;p-value=0.1884,cor=-0.3361;p-value=0.3423,cor=-0.6943;p-value=0.0259,cor=-0.7193;p-value=0.019
miRNA_ENSG00000263649.1__32749912__32749942,cor=0.7363;p-value=0.0152,cor=0.1493;p-value=0.6806,cor=0.622;p-value=0.0548,cor=0.6285;p-value=0.0516,cor=0.809;p-value=0.0046,cor=0.5934;p-value=0.0705,cor=0.2576;p-value=0.4724,cor=-0.345;p-value=0.3289,cor=0.0979;p-value=0.7879,cor=0.2464;p-value=0.4925,cor=0.1897;p-value=0.5997,cor=0.4569;p-value=0.1843,cor=0.2698;p-value=0.451,cor=-0.6852;p-value=0.0288,cor=-0.3177;p-value=0.3711,cor=-0.1268;p-value=0.7271,cor=-0.0753;p-value=0.8363,cor=0.1975;p-value=0.5844,cor=-0.2413;p-value=0.5018,cor=-0.2338;p-value=0.5156,cor=0.1159;p-value=0.7498,cor=-0.3281;p-value=0.3546,cor=-0.3837;p-value=0.2737,cor=-0.5602;p-value=0.0922,cor=-0.5452;p-value=0.1031
miRNA_ENSG00000263649.1__32749927__32749957,cor=0.8086;p-value=0.0046,cor=0.0068;p-value=0.9852,cor=0.4342;p-value=0.2099,cor=0.5787;p-value=0.0796,cor=0.7059;p-value=0.0225,cor=0.4812;p-value=0.1591,cor=0.0818;p-value=0.8223,cor=0.0196;p-value=0.9572,cor=0.2307;p-value=0.5213,cor=0.4911;p-value=0.1495,cor=0.3339;p-value=0.3457,cor=0.249;p-value=0.4879,cor=0.0816;p-value=0.8226,cor=-0.3778;p-value=0.2818,cor=-0.3644;p-value=0.3005,cor=-0.0944;p-value=0.7954,cor=-0.2893;p-value=0.4174,cor=0.1372;p-value=0.7054,cor=-0.2964;p-value=0.4056,cor=-0.2514;p-value=0.4836,cor=0.1166;p-value=0.7484,cor=-0.3948;p-value=0.2589,cor=-0.4166;p-value=0.2311,cor=-0.6023;p-value=0.0654,cor=-0.5807;p-value=0.0784
miRNA_ENSG00000263649.1__32749942__32749972,cor=0.5304;p-value=0.1148,cor=-0.2427;p-value=0.4992,cor=-0.0383;p-value=0.9163,cor=0.2699;p-value=0.4507,cor=0.1813;p-value=0.6162,cor=0.2262;p-value=0.5297,cor=-0.2929;p-value=0.4115,cor=0.5404;p-value=0.1068,cor=0.2787;p-value=0.4356,cor=0.6978;p-value=0.0249,cor=0.6659;p-value=0.0356,cor=0.1035;p-value=0.776,cor=0.1324;p-value=0.7154,cor=0.1378;p-value=0.7043,cor=-0.3275;p-value=0.3556,cor=-0.0433;p-value=0.9056,cor=-0.5521;p-value=0.0979,cor=0.0279;p-value=0.9391,cor=-0.2776;p-value=0.4374,cor=-0.2595;p-value=0.4691,cor=0.0026;p-value=0.9943,cor=-0.3643;p-value=0.3007,cor=-0.3156;p-value=0.3744,cor=-0.4993;p-value=0.1417,cor=-0.5053;p-value=0.1363
miRNA_ENSG00000263649.1__32749972__32749979,cor=0.5617;p-value=0.0911,cor=-0.219;p-value=0.5433,cor=-0.0523;p-value=0.8858,cor=0.2435;p-value=0.4978,cor=0.2306;p-value=0.5215,cor=0.0917;p-value=0.8011,cor=-0.2294;p-value=0.5239,cor=0.5805;p-value=0.0785,cor=0.3356;p-value=0.3432,cor=0.6549;p-value=0.0399,cor=0.4107;p-value=0.2384,cor=-0.1867;p-value=0.6055,cor=-0.2486;p-value=0.4885,cor=0.2706;p-value=0.4495,cor=-0.2754;p-value=0.4412,cor=-0.0018;p-value=0.9961,cor=-0.4951;p-value=0.1457,cor=-0.018;p-value=0.9606,cor=-0.2506;p-value=0.4849,cor=-0.167;p-value=0.6448,cor=0.0657;p-value=0.8569,cor=-0.3232;p-value=0.3623,cor=-0.2825;p-value=0.429,cor=-0.4002;p-value=0.2519,cor=-0.3778;p-value=0.2818
